experiment_id,Ar,theta,phi
78,-0.89252,0.9480878,-1.5089017
79,-1.2429482,0.65419036,-1.5090178
80,-1.4527161,0.24263085,-1.5087811
81,-1.4566445,-0.23366362,-1.508955
82,-1.256076,-0.6478812,-1.5086945
83,-0.9133831,-0.94525605,-1.5086917
84,-0.488047,-1.1459438,-1.5087678
85,-0.01654672,-1.2837679,-1.508753
86,-0.09225633,1.3684772,-1.7476866
87,-0.58851564,1.2447928,-1.7478034
88,-1.0485377,1.0564834,-1.74772
89,-1.4365804,0.7546016,-1.7479324
90,-1.679227,0.28961733,-1.7481506
91,-1.6845672,-0.2776468,-1.747902
92,-1.4511384,-0.7479653,-1.748022
93,-1.0714839,-1.0543317,-1.7475872
94,-0.6161415,-1.2464701,-1.7478368
95,-0.12272017,-1.3722966,-1.7478229
96,-0.08633624,1.3639891,1.7219095
97,-0.5820064,1.2392819,1.721607
98,-1.041173,1.0497408,1.721656
99,-1.4264307,0.748607,1.7214427
100,-1.6664826,0.28607935,1.7213212
101,-1.6712323,-0.2740975,1.7214981
102,-1.4411099,-0.74165314,1.7215763
103,-1.0634205,-1.0477768,1.7215657
104,-0.6100183,-1.2407391,1.7219479
105,-0.1180362,-1.3674825,1.7220017
106,0.028362175,1.2704425,1.4916277
107,-0.44442773,1.133275,1.491487
108,-0.8716871,0.934993,1.4914218
109,-1.2173558,0.6429932,1.4912602
110,-1.4221156,0.23728915,1.4911466
111,-1.4265325,-0.22871107,1.4913669
112,-1.229907,-0.63711023,1.4912225
113,-0.89230156,-0.93226993,1.4914371
114,-0.4707162,-1.1336467,1.4914726
115,-0.0023471746,-1.2729583,1.4916749
116,0.23972633,1.1382486,1.3444079
117,-0.19585612,0.99084496,1.3443304
118,-0.5757977,0.79075545,1.3443874
119,-0.8701466,0.5227852,1.3442252
120,-1.0364413,0.18653047,1.3440224
121,-1.0399998,-0.18093808,1.3440354
122,-0.8812411,-0.5187589,1.3439935
123,-0.59396446,-0.7882905,1.3441864
124,-0.22013599,-0.9906436,1.3440233
125,0.21086217,-1.1402187,1.3443012
126,0.13704853,0.85501933,1.2524922
127,-0.19556907,0.66382825,1.2525471
128,-0.44403416,0.42633632,1.2523646
129,-0.5792598,0.14820395,1.2524105
130,-0.5821895,-0.14564523,1.2525134
131,-0.45356962,-0.42362666,1.252658
132,-0.21162835,-0.66205966,1.2527195
133,0.11511578,-0.8549217,1.2527134
134,0.23813094,0.5629058,1.1924739
135,0.027194364,0.35430703,1.1925619
136,-0.0860837,0.121262975,1.192524
137,-0.08806232,-0.120477326,1.1925284
138,0.019355286,-0.3531347,1.1924627
139,0.22430976,-0.56192917,1.1927419
140,0.61641234,0.4973187,-1.123526
141,0.42934477,0.30948263,-1.1233554
142,0.33031783,0.105176955,-1.123352
143,0.3275309,-0.10568119,-1.1232466
144,0.4220974,-0.3096058,-1.1233531
145,0.6036661,-0.49730515,-1.1233512
146,0.8013354,0.9109676,-1.161446
147,0.44092125,0.76292783,-1.1614891
148,0.14077634,0.58258283,-1.1613537
149,-0.07777791,0.36784464,-1.1614199
150,-0.19538203,0.12659012,-1.1612082
151,-0.19802736,-0.12563129,-1.1612138
152,-0.08583047,-0.3668504,-1.1612654
153,0.12600668,-0.58161545,-1.1611824
154,0.42025462,-0.76309305,-1.1613181
155,0.77667546,-0.9123443,-1.1614008
156,0.4486024,1.0388261,-1.2175952
157,0.044239104,0.88842386,-1.2173553
158,-0.30132875,0.6943527,-1.2174475
159,-0.56122565,0.44912812,-1.217513
160,-0.7043172,0.15694486,-1.2172997
161,-0.7072623,-0.15403382,-1.2173518
162,-0.57073206,-0.44603965,-1.2174478
163,-0.31730762,-0.69238144,-1.2175211
164,0.02214128,-0.88837314,-1.2174424
165,0.42184645,-1.0401915,-1.2175862
166,0.63931197,1.2906779,-1.3069166
167,0.1581781,1.1845517,-1.3068734
168,-0.2912029,1.0397477,-1.3070693
169,-0.68860483,0.83924574,-1.3069609
170,-1.000195,0.5618926,-1.306921
171,-1.1802131,0.20255962,-1.3067502
172,-1.1838075,-0.19590044,-1.3068969
173,-1.0122292,-0.55713403,-1.306922
174,-0.7078706,-0.83699346,-1.3068856
175,-0.31626996,-1.0401524,-1.3066998
176,0.12829663,-1.1866621,-1.3067511
177,0.6065808,-1.2944304,-1.3069365
178,0.46130508,1.4224946,-1.4613333
179,-0.050824944,1.3322536,-1.4612021
180,-0.5386332,1.2035631,-1.4611204
181,-0.9875741,1.0107002,-1.4611652
182,-1.3592598,0.7117531,-1.460942
183,-1.5871406,0.2692109,-1.4613203
184,-1.592543,-0.25787064,-1.4612259
185,-1.3739697,-0.70447636,-1.4610552
186,-1.00995,-1.0078983,-1.4607774
187,-0.5669971,-1.20463,-1.4610677
188,-0.082602,-1.3356568,-1.4608356
189,0.42608294,-1.4276696,-1.4611436
190,0.36962506,1.5132548,-1.725484
191,-0.15805775,1.4368929,-1.7250383
192,-0.67115355,1.3247058,-1.7254479
193,-1.1525571,1.1475888,-1.725804
194,-1.5706645,0.84630924,-1.7259384
195,-1.8432317,0.33612263,-1.725507
196,-1.8494153,-0.32206568,-1.725494
197,-1.585991,-0.8391166,-1.7255249
198,-1.1760676,-1.1457485,-1.7256111
199,-0.6993815,-1.3269658,-1.7254266
200,-0.19033134,-1.4411376,-1.7253418
201,0.33537215,-1.5193405,-1.7252917
202,0.37426668,1.5079776,1.6951381
203,-0.15290652,1.4309975,1.6952834
204,-0.6640039,1.3178018,1.6947767
205,-1.1429714,1.1384234,1.6952409
206,-1.5587645,0.83766454,1.6946665
207,-1.8279539,0.3316469,1.6947035
208,-1.8346231,-0.3173717,1.6947762
209,-1.5752407,-0.8300677,1.6950504
210,-1.1674156,-1.1369566,1.6949744
211,-0.6925052,-1.3198274,1.695034
212,-0.18496656,-1.4354416,1.6951994
213,0.33966833,-1.5137868,1.6953669
214,0.47298333,1.4118402,1.4429312
215,-0.035537653,1.3198088,1.4428401
216,-0.5210107,1.18898,1.442859
217,-0.96475863,0.9944102,1.4428904
218,-1.3311505,0.69648194,1.4426482
219,-1.5543492,0.2617804,1.4425901
220,-1.5589231,-0.25041944,1.4425995
221,-1.3458253,-0.6894673,1.4426705
222,-0.98687387,-0.99194247,1.4428467
223,-0.5482678,-1.1896728,1.4429576
224,-0.067058004,-1.3229643,1.4432182
225,0.43920168,-1.4165779,1.4432969
226,0.65905875,1.2790215,1.2973473
227,0.18070216,1.1715759,1.2973294
228,-0.26515085,1.0260897,1.2970518
229,-0.65649724,0.82533026,1.2971457
230,-0.96357846,0.5507409,1.2969774
231,-1.1391885,0.19763482,1.2969232
232,-1.1426686,-0.1913337,1.2969557
233,-0.9759731,-0.5451601,1.296988
234,-0.67562956,-0.8226738,1.2970717
235,-0.28992993,-1.025864,1.2969891
236,0.15047659,-1.1734483,1.2972035
237,0.6256082,-1.2825843,1.2971649
238,0.4761217,1.0276282,1.2117366
239,0.076274924,0.8772833,1.2118835
240,-0.2651692,0.6838319,1.2116137
241,-0.52037084,0.44086078,1.2114613
242,-0.66062266,0.15418889,1.2115295
243,-0.6639579,-0.15098034,1.2115799
244,-0.5307898,-0.43759757,1.2116271
245,-0.28256842,-0.68153507,1.2115616
246,0.053443488,-0.8763518,1.2117741
247,0.4485242,-1.028699,1.2118534
248,0.8326402,0.90188247,1.1576377
249,0.4755055,0.75420094,1.1576309
250,0.17866378,0.574806,1.1577061
251,-0.036474504,0.36274987,1.1576283
252,-0.15176581,0.12468432,1.1574649
253,-0.15429994,-0.12342719,1.1575961
254,-0.045308925,-0.36135784,1.157525
255,0.16400696,-0.573654,1.1576891
256,0.45495716,-0.7542317,1.1575264
257,0.80735564,-0.9030344,1.1576364
258,0.6554882,0.49166042,1.1209904
259,0.47083575,0.30576763,1.1207489
260,0.3733572,0.10366451,1.1209688
261,0.37132388,-0.10418076,1.1208012
262,0.46288344,-0.30585617,1.1209009
263,0.6425923,-0.49156964,1.1209723
264,1.0748525,0.43613124,-1.0691087
265,0.91016525,0.2691479,-1.0689608
266,0.82356906,0.09040385,-1.0689678
267,0.82153046,-0.09197892,-1.0690048
268,0.9030456,-0.2700717,-1.0689695
269,1.0627766,-0.43709508,-1.068901
270,1.1628245,0.8126498,-1.0918058
271,0.8368274,0.6707344,-1.0918653
272,0.5715192,0.50428426,-1.0917943
273,0.3821667,0.31421292,-1.091727
274,0.2815906,0.10666095,-1.0916826
275,0.2795589,-0.107034415,-1.0916644
276,0.374355,-0.31427446,-1.0917903
277,0.55841935,-0.50423324,-1.0916389
278,0.81831044,-0.67121536,-1.0917684
279,1.1394123,-0.8141338,-1.0918504
280,1.1700974,1.0445806,-1.1241044
281,0.7595394,0.9243591,-1.1239727
282,0.39375892,0.77603203,-1.1239786
283,0.08868228,0.59360796,-1.123888
284,-0.13407208,0.37578475,-1.123946
285,-0.25420693,0.12920387,-1.1238452
286,-0.25661522,-0.1283443,-1.123843
287,-0.142161,-0.37442145,-1.1237149
288,0.074406125,-0.5926004,-1.1238508
289,0.37271145,-0.7759487,-1.1237409
290,0.7338738,-0.92570853,-1.1239239
291,1.140586,-1.0469395,-1.1240344
292,0.85197943,1.1744498,-1.1724997
293,0.40201345,1.0591543,-1.172749
294,-0.00972307,0.90928173,-1.1725203
295,-0.36210874,0.7132557,-1.1724558
296,-0.6286105,0.46313697,-1.1723704
297,-0.77655685,0.1626533,-1.1724118
298,-0.7797609,-0.15937544,-1.1724963
299,-0.63938504,-0.45990062,-1.1724235
300,-0.37848198,-0.7115805,-1.1726148
301,-0.032042753,-0.90910184,-1.1726822
302,0.37411585,-1.0608709,-1.1725926
303,0.82031226,-1.1778605,-1.1725336
304,1.1033026,1.3969259,-1.2529896
305,0.5952688,1.3196121,-1.2530637
306,0.106633045,1.2162832,-1.2531365
307,-0.35183826,1.0747821,-1.2524894
308,-0.76030385,0.8743938,-1.2525365
309,-1.0848818,0.59145534,-1.2526251
310,-1.2733309,0.21495174,-1.2527685
311,-1.2782981,-0.20746858,-1.2526374
312,-1.0976902,-0.5855733,-1.2527913
313,-0.7801655,-0.87153924,-1.2526953
314,-0.37748116,-1.0749996,-1.2528194
315,0.07607847,-1.2189168,-1.2525576
316,0.5619007,-1.3236445,-1.2529048
317,1.0669458,-1.4021643,-1.2528623
318,0.9461004,1.5271744,-1.4017432
319,0.41425952,1.4664192,-1.4018064
320,-0.10606434,1.3826629,-1.4018542
321,-0.606292,1.261223,-1.401945
322,-1.0714136,1.0742251,-1.4017473
323,-1.4648582,0.7726813,-1.4017861
324,-1.7133151,0.29856136,-1.4017043
325,-1.7195326,-0.2852958,-1.4015552
326,-1.4804432,-0.7654904,-1.4015733
327,-1.0939784,-1.072325,-1.401313
328,-0.6349995,-1.262744,-1.401443
329,-0.13849331,-1.386357,-1.4014606
330,0.3793931,-1.4720757,-1.4013942
331,0.9085089,-1.5337667,-1.4016478
332,0.86654025,1.6205412,-1.6934801
333,0.32277334,1.5740007,-1.6934944
334,-0.215872,1.5079882,-1.6935102
335,-0.7422815,1.40942,-1.6935853
336,-1.2443116,1.2493693,-1.6935359
337,-1.6937659,0.95814323,-1.6938547
338,-2.0046668,0.4020064,-1.6940321
339,-2.0113435,-0.38345125,-1.6937081
340,-1.7121567,-0.94938785,-1.6940552
341,-1.2696013,-1.2484888,-1.693225
342,-0.7718683,-1.412874,-1.6937224
343,-0.24841855,-1.5130353,-1.6935794
344,0.28673133,-1.580293,-1.6932112
345,0.82885873,-1.627957,-1.6928658
346,0.87033135,1.6152443,1.6585594
347,0.32692918,1.5673385,1.6579891
348,-0.21050094,1.5003744,1.6576048
349,-0.7350619,1.400444,1.6576192
350,-1.2355529,1.2375501,1.6572528
351,-1.68161,0.9445535,1.6571809
352,-1.9873916,0.39331827,1.65684
353,-1.9939817,-0.37468237,1.6568682
354,-1.6993073,-0.93665814,1.6571854
355,-1.2605138,-1.2369782,1.6571712
356,-0.7646611,-1.4034752,1.657664
357,-0.24338463,-1.5054885,1.6578606
358,0.29134688,-1.5739107,1.6578782
359,0.83255297,-1.622441,1.6582738
360,0.9561946,1.5164891,1.3834518
361,0.4273482,1.4538631,1.3834698
362,-0.08969063,1.3681146,1.3836327
363,-0.58766776,1.2441521,1.3832824
364,-1.0474464,1.055038,1.3832259
365,-1.4347997,0.75370425,1.3829668
366,-1.6764995,0.28912327,1.3827976
367,-1.6813552,-0.27665126,1.3826056
368,-1.4497342,-0.7459323,1.3828843
369,-1.069905,-1.0527627,1.382804
370,-0.6155683,-1.2453843,1.3830926
371,-0.12237015,-1.3716431,1.3833636
372,0.3925526,-1.4589504,1.383591
373,0.91904974,-1.522717,1.383877
374,1.1195202,1.3855938,1.2438971
375,0.61464435,1.306856,1.2439518
376,0.12955612,1.2023233,1.2438847
377,-0.32407063,1.0587629,1.2437044
378,-0.727997,0.8583568,1.243821
379,-1.0462399,0.57738805,1.2434692
380,-1.2310071,0.20934154,1.2432512
381,-1.234306,-0.20189482,1.2433652
382,-1.0586245,-0.5723487,1.2434487
383,-0.74748135,-0.8556199,1.2433549
384,-0.35008296,-1.0591382,1.243539
385,0.09918097,-1.2044251,1.243551
386,0.5808728,-1.3106117,1.2437142
387,1.0834005,-1.3905325,1.2438725
388,0.8763692,1.163273,1.1674103
389,0.42944556,1.047102,1.167368
390,0.022917457,0.89677167,1.1673644
391,-0.32476535,0.7020756,1.1672266
392,-0.5872912,0.45436257,1.1671951
393,-0.73130435,0.15944627,1.1670154
394,-0.7344818,-0.15541112,1.1670223
395,-0.59742707,-0.45113268,1.1671602
396,-0.34179497,-0.69977695,1.1670523
397,-0.00018390192,-0.8963902,1.1672168
398,0.40145746,-1.0484254,1.1672171
399,0.8446841,-1.1659716,1.1673092
400,1.1976799,1.0349853,1.1207094
401,0.79057634,0.91459537,1.1207204
402,0.42828408,0.7665564,1.1207739
403,0.12807122,0.58547115,1.1207311
404,-0.0914172,0.3701585,1.1205914
405,-0.20898792,0.12735775,1.1206328
406,-0.21168151,-0.12599221,1.1205927
407,-0.10040873,-0.36843523,1.1205496
408,0.11245941,-0.5842652,1.1207488
409,0.40743256,-0.76647806,1.12052
410,0.76456875,-0.91585225,1.1206604
411,1.1681664,-1.0374134,1.120783
412,1.1960624,0.80501586,1.0895238
413,0.8735596,0.66372854,1.0895233
414,0.6109649,0.49827015,1.0895213
415,0.4240403,0.31026477,1.0894827
416,0.32554102,0.1051014,1.0893879
417,0.3225008,-0.10563968,1.0893792
418,0.4166059,-0.31005684,1.089307
419,0.5982732,-0.4980188,1.0894157
420,0.85481834,-0.6638811,1.0895025
421,1.1730292,-0.80616003,1.0896255
422,1.1135786,0.431922,1.0673573
423,0.95155543,0.26605964,1.0673584
424,0.86657363,0.0895015,1.0673566
425,0.8650155,-0.090877794,1.0673285
426,0.94442147,-0.26724237,1.0673561
427,1.1021017,-0.4328504,1.067373
428,1.4162503,0.2363695,-1.0276723
429,1.3395467,0.07878695,-1.0274739
430,1.3378406,-0.08148656,-1.0273472
431,1.4098014,-0.23854002,-1.027477
432,1.2774081,0.5918345,-1.0408852
433,1.042053,0.44011915,-1.0409067
434,0.876183,0.2715883,-1.0407761
435,0.7892596,0.09125029,-1.0407712
436,0.7871948,-0.09281697,-1.0406923
437,0.8698409,-0.27259415,-1.0407722
438,1.0311451,-0.4409066,-1.0408608
439,1.2615713,-0.5931739,-1.0408667
440,1.1312551,0.820261,-1.0589966
441,0.8029201,0.6776071,-1.0588211
442,0.53479123,0.5099867,-1.0588875
443,0.34297997,0.31800497,-1.0589331
444,0.24133593,0.10819974,-1.058702
445,0.23807003,-0.108817354,-1.0586948
446,0.33573726,-0.3181901,-1.0587015
447,0.5218062,-0.50990397,-1.0588412
448,0.78443784,-0.678389,-1.0587932
449,1.108171,-0.82166535,-1.0589552
450,1.1389426,1.0556425,-1.0848109
451,0.72465503,0.93562233,-1.0847833
452,0.35447538,0.78684795,-1.0847329
453,0.045503065,0.6029021,-1.0845494
454,-0.18012156,0.3825971,-1.084675
455,-0.30238965,0.13161838,-1.0845511
456,-0.30499646,-0.130598,-1.0846033
457,-0.18871552,-0.38106015,-1.084705
458,0.032004073,-0.6022704,-1.0845838
459,0.33350313,-0.7869029,-1.0846789
460,0.6986468,-0.9372321,-1.0846473
461,1.1091708,-1.0581145,-1.0847728
462,1.2989289,1.2796834,-1.1245126
463,0.8177208,1.1912143,-1.1244628
464,0.3631211,1.0767491,-1.1244206
465,-0.053302612,0.9272223,-1.1243869
466,-0.4121634,0.73010266,-1.1242028
467,-0.6854876,0.47568586,-1.1241804
468,-0.837147,0.16771007,-1.1239253
469,-0.8406053,-0.16378452,-1.1240731
470,-0.6956707,-0.47245654,-1.1240182
471,-0.42891285,-0.7283971,-1.1242448
472,-0.076952286,-0.9269442,-1.124219
473,0.3348428,-1.078521,-1.1241732
474,0.78615034,-1.1944554,-1.124213
475,1.2638553,-1.2843751,-1.1243485
476,1.0707293,1.4195738,-1.1923258
477,0.5589514,1.345099,-1.1920612
478,0.06426203,1.2448754,-1.1919458
479,-0.40166956,1.1053977,-1.1919543
480,-0.8206564,0.9058923,-1.1916503
481,-1.1555426,0.6176765,-1.191734
482,-1.3536536,0.22668754,-1.1916727
483,-1.3575048,-0.21832632,-1.1917055
484,-1.16844,-0.61201847,-1.1915416
485,-0.84036744,-0.9036432,-1.1917168
486,-0.42749235,-1.1056952,-1.1916939
487,0.03423398,-1.2473581,-1.1917521
488,0.52476895,-1.349303,-1.1916157
489,1.034693,-1.42526,-1.1918793
490,1.455339,1.6044058,-1.3276312
491,0.9124595,1.56257,-1.3275508
492,0.37605593,1.5067581,-1.3274869
493,-0.15138866,1.4295807,-1.3272091
494,-0.6624576,1.3155854,-1.3274155
495,-1.1424065,1.1372117,-1.3272252
496,-1.5561872,0.8361191,-1.3273613
497,-1.8261817,0.33131844,-1.3269869
498,-1.8319801,-0.31686458,-1.3270694
499,-1.5725302,-0.8282033,-1.3274724
500,-1.1651008,-1.1356659,-1.327501
501,-0.6904085,-1.3175424,-1.3273649
502,-0.1831063,-1.4338574,-1.3269773
503,0.34129292,-1.5127101,-1.3271917
504,0.87547433,-1.5691109,-1.3275478
505,1.4162796,-1.6117085,-1.327167
506,1.3853114,1.7016567,-1.6454015
507,0.8326763,1.6733716,-1.6452141
508,0.28182948,1.6350905,-1.6453027
509,-0.26296112,1.5807152,-1.6460196
510,-0.8009426,1.4985877,-1.646025
511,-1.32222,1.3598545,-1.6461331
512,-1.8044922,1.0913558,-1.6454778
513,-2.1602273,0.4925997,-1.6455501
514,-2.1682918,-0.46943632,-1.6454464
515,-1.8234117,-1.0843381,-1.6455379
516,-1.3480684,-1.361061,-1.6449488
517,-0.8312985,-1.5028652,-1.6452522
518,-0.296564,-1.5873095,-1.6452683
519,0.24746408,-1.642341,-1.6452885
520,0.7955599,-1.6813133,-1.6455132
521,1.3466074,-1.7101421,-1.644979
522,1.389005,1.6958481,1.6028259
523,0.836942,1.6663976,1.6025748
524,0.28743365,1.6270928,1.60222
525,-0.25785056,1.5710971,1.6017832
526,-0.7938556,1.4862559,1.6020694
527,-1.3130637,1.3444937,1.6015097
528,-1.7897661,1.071396,1.6012489
529,-2.1389585,0.47852314,1.6005346
530,-2.1477475,-0.45690307,1.6007831
531,-1.8093687,-1.0646644,1.6014552
532,-1.3385392,-1.3445908,1.6016597
533,-0.8233056,-1.4908412,1.6015102
534,-0.2901697,-1.5771182,1.6019056
535,0.25206974,-1.6341394,1.6020695
536,0.7990463,-1.6742014,1.6027818
537,1.3498851,-1.7040004,1.60259
538,1.4652114,1.5935354,1.3099861
539,0.9241638,1.5500464,1.31029
540,0.38891408,1.4925399,1.3101487
541,-0.13577217,1.4126542,1.3095547
542,-0.6422499,1.2953093,1.3099163
543,-1.1166372,1.1138185,1.3096666
544,-1.522711,0.8113446,1.309143
545,-1.7840017,0.31811082,1.3090045
546,-1.7901789,-0.3042649,1.3092214
547,-1.5392762,-0.8045438,1.3091983
548,-1.1400896,-1.1118824,1.3094893
549,-0.67110986,-1.2976463,1.309507
550,-0.16725795,-1.4165208,1.3099815
551,0.35439467,-1.4982021,1.3097409
552,0.8863814,-1.5567546,1.3098125
553,1.425616,-1.600679,1.3104774
554,1.0879778,1.4074131,1.1841384
555,0.5786738,1.3310913,1.1842594
556,0.08762026,1.2289732,1.1840262
557,-0.3735774,1.0877817,1.1839445
558,-0.7861975,0.88769394,1.183682
559,-1.1156589,0.602219,1.1836877
560,-1.3075107,0.2197731,1.183873
561,-1.3119442,-0.21216856,1.1837525
562,-1.1279483,-0.59660876,1.1837267
563,-0.8064695,-0.88483524,1.1838214
564,-0.40013424,-1.0881673,1.1838446
565,0.057726927,-1.2315125,1.1842781
566,0.54501396,-1.3351551,1.1841605
567,1.0513483,-1.4126619,1.1840086
568,1.3204459,1.2687213,1.1201093
569,0.8427957,1.1789709,1.1201569
570,0.39173135,1.0638024,1.1201553
571,-0.02046939,0.91348857,1.1200589
572,-0.37435332,0.7175325,1.1197642
573,-0.6419967,0.46601915,1.1197568
574,-0.79003674,0.16379982,1.119709
575,-0.7934671,-0.16037212,1.1196052
576,-0.65235925,-0.46273807,1.1196129
577,-0.39155677,-0.71545243,1.1196932
578,-0.043836262,-0.9134822,1.1199424
579,0.36369824,-1.0651436,1.1201476
580,0.8109444,-1.1818196,1.1201601
581,1.2849872,-1.272994,1.1201226
582,1.1671889,1.0456071,1.0819817
583,0.7567184,0.92554235,1.0821252
584,0.39055315,0.776762,1.0818812
585,0.08557484,0.5943393,1.0819414
586,-0.136873,0.37633318,1.08184
587,-0.25662747,0.12962042,1.081867
588,-0.25878525,-0.12849459,1.0816507
589,-0.14565866,-0.37482557,1.0819395
590,0.07082906,-0.5931132,1.0820924
591,0.36977947,-0.7766921,1.0819632
592,0.730083,-0.9268372,1.0820382
593,1.1371857,-1.0479528,1.0820962
594,1.165427,0.8121476,1.0572027
595,0.8392888,0.6700732,1.0571516
596,0.5754041,0.50398535,1.0569971
597,0.38602945,0.3137728,1.0570507
598,0.28611624,0.1065287,1.0569485
599,0.28413263,-0.10694101,1.0569657
600,0.37907684,-0.31389776,1.0570152
601,0.5624964,-0.5036875,1.0569943
602,0.8217427,-0.67055494,1.0570508
603,1.1421145,-0.8134245,1.0572578
604,1.3153584,0.58641124,1.0394874
605,1.0821782,0.43561155,1.0394969
606,0.9186745,0.26854733,1.0394498
607,0.8322755,0.09032949,1.0394344
608,0.83091235,-0.09160944,1.0394039
609,0.91203684,-0.26953742,1.0393497
610,1.0706422,-0.43614006,1.0394368
611,1.2986652,-0.58745223,1.0395877
612,1.4576566,0.23425741,1.0264615
613,1.383606,0.07808086,1.0264375
614,1.3815204,-0.08051293,1.026354
615,1.4521791,-0.23618026,1.0263497
616,1.5397332,0.38783383,-1.0027529
617,1.3932333,0.23757452,-1.0024492
618,1.3168329,0.07916011,-1.0023806
619,1.3153734,-0.08170293,-1.0023406
620,1.3876227,-0.23976831,-1.0022014
621,1.5300761,-0.3897885,-1.0022583
622,1.5496887,0.73006994,-1.0119784
623,1.2547064,0.5957581,-1.011954
624,1.017876,0.4429747,-1.011977
625,0.8502062,0.27335978,-1.0119112
626,0.7632558,0.09183259,-1.0119357
627,0.7608937,-0.0936853,-1.0118159
628,0.84417623,-0.27450097,-1.0118573
629,1.0057114,-0.44380623,-1.0118607
630,1.2382964,-0.59693825,-1.0119245
631,1.5289619,-0.7317644,-1.011899
632,1.4859538,0.94576406,-1.0253149
633,1.1082863,0.8260388,-1.0251071
634,0.7770631,0.6830931,-1.0250418
635,0.5068423,0.51445657,-1.0251485
636,0.31282145,0.32097578,-1.024951
637,0.21101668,0.10928368,-1.0248331
638,0.20831162,-0.10954083,-1.0249969
639,0.30575484,-0.32109037,-1.0249205
640,0.493736,-0.5145865,-1.0250138
641,0.75871986,-0.68361455,-1.024964
642,1.0840487,-0.8276498,-1.0249511
643,1.4586127,-0.94838333,-1.0250611
644,1.5637969,1.1606131,-1.0440676
645,1.1151382,1.064314,-1.0440178
646,0.69872737,0.9446823,-1.0439775
647,0.3252988,0.79546696,-1.0437503
648,0.012941734,0.6105744,-1.043912
649,-0.21546231,0.38789988,-1.0438265
650,-0.33902764,0.13382931,-1.0436983
651,-0.3420928,-0.13248725,-1.0436981
652,-0.22391719,-0.38612068,-1.0437576
653,-0.0008300618,-0.6095103,-1.0436553
