config_id,Bx,By,Bz
config_000039,0.04988271913678838,0.02401236651406169,0.030347236953066736
config_000040,0.20713288678671532,-0.11886825617427693,0.1958501998325724
config_000041,-0.021162572366525134,0.16385587037560528,-0.06841058535051359
config_000042,-0.1442596304806895,0.21302384682111003,-0.19663286034850885
config_000043,-0.08829986701415313,-0.010991549111425414,0.03978901876275154
config_000044,0.22295888040388995,-0.13895032683030498,-0.1832060384887184
config_000045,0.1926357471668168,0.134182395542511,-0.03305921579212706
config_000046,0.15078607914487624,-0.23357791942216577,-0.16803958109329348
config_000047,0.23473873665429418,0.25713154267424615,0.1703970407902758
config_000048,-0.2590906915051924,-0.06948651495776087,-0.008860548020719117
config_000049,-0.15100656014691752,-0.1827385001787004,0.08234911377588072
config_000050,0.11439395650623152,0.05390837610803134,-0.01767642490143001
config_000051,-0.2569637657181449,0.16025202845345493,0.17645002901688472
config_000052,-0.2175682265588179,-0.20519791862870673,-0.014663158165846402
config_000053,0.11668431331973339,0.02023233434943794,0.20806618064667742
config_000054,-0.145590981788889,0.15404755912206886,-0.14356142822834123
config_000055,0.12166490089581927,-0.05748154056663865,-0.18257389924478706
config_000056,-0.2813779492471128,0.2515448410702054,0.0026412582140308283
config_000057,0.11003501285065026,0.2832404756469908,-0.06775397366216185
config_000058,0.2082455995154215,0.05313858645080044,-0.013378258925746733
config_000059,-0.14963056181672324,0.10034002787408886,-0.17652313506826894
config_000060,-0.05582119707171587,-0.05320464503340577,-0.062189180938529376
config_000061,0.182604253389601,-0.1843287261565591,-0.299407434620775
config_000062,0.18000662095811104,0.0752373476785334,0.19971807504607514
config_000063,0.21911229641944002,-0.22629426851082957,-0.25499257403148307
config_000064,-0.23135459760099095,0.14555199775906713,-0.03303191542490891
config_000065,-0.05083426097205812,0.2127985245602581,-0.07029542954928963
config_000066,-0.1487933962347427,-0.1809412964548117,-0.2626259685094568
config_000067,0.02631570988144022,-0.29982740543240466,-0.03041532299936206
config_000068,-0.13372415336334584,-0.20458919001045428,-0.1701143402812451
config_000069,0.06418829947070848,-0.2713531467136581,0.16730281771714245
config_000070,-0.0037763961253015066,0.24105372523030993,0.021230305793836224
config_000071,-0.09136729453785133,-0.04254829906158242,0.2734887000150555
config_000072,0.06878083830155513,-0.1534518960856974,0.21634301925281135
config_000073,0.16036741322395814,-0.2886097473724171,-0.12036376060080275
config_000074,0.023515049424551016,-0.20853399992635946,-0.06050912568003436
config_000075,0.0803650484848834,0.04055856282335146,-0.03968783331225795
config_000076,-0.18496451834031777,-0.21870060271294472,0.22286406632439232
config_000077,-0.25132031939158234,-0.18753668376553195,-0.24167316694016266
config_000078,-0.004319989425547233,-0.16581208242255466,0.2717638782782789
config_000079,0.05639748136349598,0.21875305108191684,-0.04397862516841222
config_000080,0.2413604310666993,-0.22246999762447678,0.01684284907787048
config_000081,-0.2983001186889776,0.2514444136635758,-0.2696999193438953
config_000082,-0.27292669850077184,0.04580818236411194,0.2221152071045473
config_000083,-0.1156810519928195,0.14222228905617967,-0.034722113636576846
config_000084,-0.16833522797844833,0.02613294062776539,0.06916801112314619
config_000085,0.022305866147029896,0.14559968952512753,0.15014044247804004
config_000086,0.09337382591948468,0.2913003316747737,0.29798428525654636
config_000087,-0.10004259537318613,-0.24295159577240755,0.1971460753064096
config_000088,-0.04835570349278567,0.13515080908763338,-0.22135990197294453
config_000089,-0.22346872644388227,0.06792039771103553,-0.1969207352144174
config_000090,-0.1421771321533591,-0.03544705217627864,-0.14016684404426574
config_000091,0.0846740754659992,-0.004858335775683953,0.05696960693453462
config_000092,0.09632984006936485,-0.21387347425151215,0.27751113537556643
config_000093,0.13803164906491194,-0.0628507204232105,0.19613038396128946
config_000094,0.184189541011279,0.22781293036582356,0.20922465609018298
config_000095,0.049263773710633396,0.0735248954762317,-0.2796424935334525
config_000096,-0.22652010862550742,0.019539882348486914,-0.22904229004838433
config_000097,-0.1918236986475736,-0.09887194729631815,0.1865602674960441
config_000098,0.1883137496580814,0.11238195368855003,-0.0559748869118159
config_000099,0.20255643078006064,-0.04539505494445939,0.12206416656156599
config_000100,-0.16171133877729166,-0.2715706740924688,-0.08659333761741736
config_000101,-0.22911949483597793,-0.05000343558079495,0.2685969487285767
config_000102,-0.2132433834109467,0.10221859121059246,-0.17066456127196164
config_000103,-0.27720826649056834,-0.07564440300534339,-0.22963528608840408
config_000104,0.02781557385224437,-0.24402763139457423,0.24775843949852722
config_000105,-0.15282782903754613,-0.14356616328689847,-0.2679212923133051
config_000106,-0.17343465942214067,0.14355238989281288,0.030603859763372487
config_000107,-0.2246446291942784,0.04873557358326264,-0.14803370384049652
config_000108,-0.17461006162870968,-0.2018890078958499,0.058958253567915175
config_000109,-0.013601388161276318,0.10551133045271549,0.05543519563725763
config_000110,-0.21795343040365783,-0.09625453833857159,-0.20570695358628163
config_000111,-0.11768601449315721,-0.25193991003726485,0.08878898992257567
config_000112,-0.24516457157624394,0.24495416409260445,0.28380960672473726
config_000113,0.1383975829836671,0.07128011063346779,0.078298581091578
config_000114,0.039251863640345,0.22726070465138087,-0.1930280732514486
config_000115,-0.18457981920743138,0.2859975520817117,-0.04405703434339997
config_000116,-0.29759950650208616,0.148880607899602,0.19662724772633788
config_000117,-0.21516833126649837,0.13801671250405784,0.25426422585873604
config_000118,-0.2730422693220498,0.04813949302509435,-0.2613422212410888
config_000119,-0.13074260219963063,0.026680235278500664,-0.06735224146232613
config_000120,0.10945033212539845,0.08384502430402452,0.2701384080350318
config_000121,0.18248262648704777,0.152808414240235,-0.012124384613923955
config_000122,-0.2649648060527203,0.07279491615081696,-0.28639171432513
config_000123,0.20332515698571313,0.09596264761705775,-0.1712958662705583
config_000124,0.10047850636351907,-0.11597530305639928,0.19981432600930316
config_000125,-0.15056772723017273,0.0022110215178297032,-0.20669280029659043
config_000126,-0.2885283219679011,-0.09234869287561281,-0.21135342306210542
config_000127,0.05845915983543243,-0.10732579884646437,0.07173384303317853
config_000128,0.25930987336465244,0.2291435314162717,-0.053988460469568456
config_000129,-0.09534740069523959,-0.13981556078806034,0.0609234681825459
config_000130,0.19650890649515518,0.24311316419205614,0.27575905274058626
config_000131,-0.20374208765270596,0.24470139651367523,0.0914445205150915
config_000132,-0.296966565346319,0.22172534043820363,0.1029689131329074
config_000133,0.19816461164192584,-0.2719321273502029,0.14114847762338
config_000134,0.07268317273526875,0.29950710620923965,-0.20786884518368332
config_000135,-0.06919227525326463,-0.2203815636813774,0.0070266778604214375
config_000136,0.025888555024928872,0.03572921489153291,0.11469208069851322
config_000137,0.26563045702334726,-0.2567648680040634,-0.06961855378880447
config_000138,-0.13814880865559578,-0.1658748315877526,-0.08034407655843842
config_000139,0.20394712205884574,0.22125544310464412,0.026055154837026917
config_000140,0.06021089070581742,0.2731519657081634,0.06376865383264196
config_000141,0.14722661196838138,-0.11997314184410637,0.1629188782807684
config_000142,0.27631920484726363,-0.24479939841370044,-0.131173953414696
config_000143,-0.1645095325247275,-0.22331552258619852,0.09000576342790767
config_000144,0.1735381634916785,-0.10651631392164956,-0.25613784674726825
config_000145,-0.2525173601663306,0.17699009065120475,0.266887307064359
config_000146,0.1220032289321814,0.21493272562274862,-0.13236931990370826
config_000147,0.04008437014633881,-0.2635986575292327,0.19030810240957902
config_000148,-0.23286976080053376,0.19060113833667025,-0.16074800612372345
config_000149,-0.1359894193642426,0.1750994976756276,-0.12542714953783926
config_000150,-0.13607898840967828,0.2182923428287759,-0.2758776299452461
config_000151,0.1398076507392791,-0.16841864770899792,-0.1587003405775047
config_000152,-0.2788200349035709,-0.05093987694221616,-0.135098594728681
config_000153,-0.12744998591285855,-0.11648752918426314,0.20074753287251407
config_000154,-0.005494921421313859,-0.12977339858123665,-0.20426071616260605
config_000155,-0.10958478744888225,-0.18788020108324666,-0.03611109128497514
config_000156,0.07393714923614253,-0.28910398071223414,-0.1651530061568338
config_000157,0.04790111496120503,-0.17777308828786192,-0.25768422697162635
config_000158,-0.2621052076230276,-0.13877813065753788,0.14366974678581823
config_000159,-0.12605655370923066,-0.13182183221292484,0.2963634115180343
config_000160,0.20287836603789416,0.04590397156060644,-0.11093630230752649
config_000161,0.29420693288639793,0.29313300284120486,-0.17642996359999186
config_000162,-0.017817887809533917,-0.060717294578479686,-0.0031593652395750516
config_000163,-0.2764747515881061,0.08674770416791933,-0.24782118647516926
config_000164,-0.10112674961894633,-0.15569034390685468,0.15858422298822028
config_000165,0.16709657189982158,0.1726265902887581,-0.04016468993424699
config_000166,0.1097275809580901,0.12265432609371102,-0.11057296040965217
config_000167,-0.06911701849661661,-0.28383886417035165,-0.129824333904811
config_000168,-0.27476262958554615,0.12619008602044451,0.11828122401133473
config_000169,-0.025801313271267834,-0.18622207237649488,-0.19451266200870737
config_000170,0.2797666874877616,-0.26047393630184784,-0.27604877531944866
config_000171,-0.06995081417656066,-0.17683750865592446,0.0561620649141768
config_000172,0.20483461466961345,0.020750747539308168,-0.12848042937573767
config_000173,-0.07165965073386363,0.1339943803716635,0.015133309598949207
config_000174,-0.23342992304147125,-0.028235605393685248,0.1272837298975823
config_000175,-0.008890830340197775,-0.21615332415412541,-0.19752516665913566
config_000176,0.2981330851635073,0.18123837830612177,-0.013511813418750462
config_000177,0.2850873431252116,0.010722691814507301,0.12155783761427746
config_000178,-0.23430596626602518,-0.2263845229471741,0.06854117286030265
config_000179,0.25221041800816385,0.0074633248452399825,0.03812945400723966
config_000180,0.1184532067837053,0.01585889081503372,0.013714165295484526
config_000181,0.09497202695557994,0.07347169860054903,-0.21756904662167753
config_000182,-0.13270307448368707,0.047275137467453265,0.18487801969904433
config_000183,-0.0823170942440111,-0.2903686998389393,-0.07805266121456836
config_000184,0.21700454226921978,-0.11054566561737392,0.054737237912312
config_000185,0.2641366461305172,0.03599712011279904,-0.16604166761633257
config_000186,0.1935620430548331,-0.1932756205861597,0.27755556091436057
config_000187,-0.26757394431673026,0.22330722435376454,-0.25321044386564884
config_000188,0.2595063045481754,0.2714765573223706,0.06892571445545709
config_000189,-0.17258221234783103,-0.1940647311847178,-0.2888390476170043
config_000190,-0.13329079042714978,-0.2856022815094856,0.2132706205046932
config_000191,-0.04893569346359666,0.0970204085680208,-0.2593460705497142
config_000192,-0.16514836972375851,-0.1891608529735522,-0.2778868435556258
config_000193,0.1888278855402527,-0.19452872144778705,-0.023350852270346723
config_000194,-0.09980594770167156,0.13201862565152167,-0.07925057805891872
config_000195,-0.01846132225730107,-0.04951266947188171,0.2866659310218303
config_000196,0.14126837669566727,-0.26893851615144465,0.14646936455814086
config_000197,0.09744257017753494,-0.0995442180085005,-0.220410753045149
config_000198,0.05649652708722347,-0.03225209802348494,0.012149662892338209
config_000199,-0.0203908262869702,0.20925530088731997,0.0394101482324426
config_000200,0.1437984168570129,-0.013632461937109985,-0.0695821487616119
config_000201,0.2653338850554205,0.14888451163975724,0.21868961629875489
config_000202,0.038709060815632856,0.0018452755595185222,-0.1543282326407344
config_000203,0.07994392753837193,0.13594218570870498,0.15667111433075687
config_000204,-0.26812862837905477,0.2030087816493083,-0.17569451220073862
config_000205,0.07690617157673008,0.1931905630625519,0.040832191060080125
config_000206,-0.20989659029371874,0.0007189649291209355,0.0736368816911544
config_000207,-0.1342205663059627,-0.0911295717345936,-0.2369645156875949
config_000208,0.16445345779573067,0.15558462561652464,-0.16107207183119018
config_000209,-0.08813218364554445,-0.22023607737668494,0.2895037564083997
config_000210,-0.29085928408361,-0.1923736331313507,0.1543245901334308
config_000211,0.10837611301814154,-0.22006891894105937,-0.014620880018099247
config_000212,0.05505777233132242,0.24373605383729774,0.1954980138317074
config_000213,0.2733937209532949,0.27633783791528005,-0.012836469672061646
config_000214,-0.01413858479176272,0.1061651474434383,-0.057369639015994844
config_000215,0.11660398563724705,0.10413113332641644,0.16268321781685835
config_000216,0.21797585999211994,-0.23143187000882035,0.09480880067674685
config_000217,-0.2405526894157928,-0.10313171827700177,0.20523367186231717
config_000218,-0.281856627969439,0.2637011633085556,-0.02002386742551021
config_000219,0.2314272361616177,-0.19431010079207472,-0.2934503266370619
config_000220,0.1069752716966092,-0.01917874834417732,-0.12013373999147181
config_000221,-0.03484036409577318,-0.038093741558448135,0.10787187453583008
config_000222,0.16105036574668952,0.09736668742249399,-0.11054458333873862
config_000223,-0.28367997677475865,-0.21714386534799301,-0.08047039560237093
config_000224,-0.08567765336245334,-0.06274558081270418,0.035171101756104994
config_000225,-0.11633304541192194,-0.16941203081870512,-0.2944294167585198
config_000226,0.025581210918076303,-0.07860593477893602,-0.16309025404289515
config_000227,0.2633003905641436,-0.1991834522733142,0.22372772991903206
config_000228,-0.20832040059057388,-0.07033228047542248,-0.1436185787508959
config_000229,-0.09544809868977588,-0.04653077391184701,-0.2498804677033459
config_000230,0.2227879990759482,0.2496291860143725,0.12547197038094932
config_000231,-0.2513310435884015,0.11609334761079732,0.218549752778821
config_000232,0.021971849519718867,-0.07925837005196384,0.21451104357832168
config_000233,0.1935496279348704,-0.10653331700720728,-0.11123020180259804
config_000234,-0.19636962248087272,0.09824494116906807,0.21076892331997338
config_000235,-0.14364064860850226,-0.26009372912251866,-0.006190817570467355
config_000236,-0.21010160335586325,0.046597966350873654,-0.04936145977788581
config_000237,-0.16043303116646687,0.10313759847672221,-0.19833599992633544
config_000238,0.21694662948977145,0.0007308210224258316,-0.2390911239158786
config_000239,-0.23026080284861672,0.022356504543616873,-0.2317439187909875
config_000240,0.02682785761716089,0.18205208411351642,-0.23707324422401496
config_000241,0.0751311158324367,-0.09283634605305854,-0.07056441277116615
config_000242,-0.19071143686172637,0.1429678828385879,0.26432705637113013
config_000243,0.0272694396956486,-0.07505165306954756,0.2951035244530908
config_000244,0.17451061615132174,0.13444618576233835,0.000538205988458107
config_000245,0.27622366701681317,-0.15668161325686028,-0.13347452576230792
config_000246,-0.29712795964398103,-0.15870071925473533,0.11715704021251944
config_000247,-0.18095559386133273,0.26142422240619617,0.024351384882181637
config_000248,0.19887279015353848,-0.09869113248475922,0.2254833569740617
config_000249,0.1776583242061348,-0.016715925191762848,0.05406183050659452
config_000250,0.21840420814229616,-0.27365622107023463,-0.05596114124141793
config_000251,-0.14715783972523164,0.18722352756425115,-0.18182517039893129
config_000252,0.14784688730548018,-0.1451224253925464,0.07147713539979472
config_000253,-0.10072705275290011,-0.0882677367209245,-0.1095384080463
config_000254,0.2731806585184387,-0.29107572059360065,-0.024488477181716872
config_000255,0.0020722983520338745,0.038003293690335005,-0.1555035800203233
config_000256,-0.1415069910817278,-0.2298022427296394,0.11108297150429886
config_000257,0.010214985806410726,-0.27317796862923094,0.19222693521068118
config_000258,-0.02628882695142898,-0.02338720805221478,0.1747952494377764
config_000259,0.07109397918217247,0.2874561140839443,-0.015277510339622935
config_000260,-0.25569393626942677,0.014065601431033747,-0.036162054472656746
config_000261,-0.2627225867188027,-0.09179226427294662,0.23930959692411263
config_000262,-0.14150773858369783,-0.26928414184457683,-0.2789377610783435
config_000263,-0.09159671479529896,0.2778776232950862,-0.02109317641963726
config_000264,0.10068163466699176,-0.2490513540858912,0.2845644517269856
config_000265,0.158476995317883,-0.004319515012461805,0.2096738138209377
config_000266,-0.1952330550549185,0.1286530619443662,-0.008774460218699542
config_000267,-0.1636080585234116,0.26408984081133874,0.288977391795699
config_000268,0.07328888160266378,-0.21935306636584007,0.29121364824666834
config_000269,-0.16342066565198737,-0.015450541673093343,-0.2320167323331553
config_000270,-0.252242548028903,-0.07885564571151119,0.021775124569608506
config_000271,0.26842889292288424,-0.024096121952404737,-0.0023563858185496334
config_000272,-0.11149005537605192,-0.2590699915522682,0.02927105937539165
config_000273,-0.2021554872991424,-0.15061373237418166,-0.2980331802392884
config_000274,0.0027767329186930145,-0.1492063952637214,0.03331485176020832
config_000275,0.2753773734876193,-0.1812078123912047,0.07146067709694326
config_000276,-0.07788595194065234,-0.06596399968756161,-0.22430199630815292
config_000277,-0.27291642980517944,0.048576096434260474,0.1907372266537174
config_000278,0.28377020703695105,-0.29650445885377913,-0.05555968974896108
config_000279,0.11569228679068166,-0.023216564803432427,0.11738101540010704
config_000280,-0.15876946643079096,-0.13756691910320334,0.2379369364422978
config_000281,-0.05223891278089962,0.09789969880062205,0.07283247140410287
config_000282,0.05260912447627786,0.08216967958283128,-0.13399242595585556
config_000283,-0.09939939811512777,-0.11505436273627581,-0.1499122053316996
config_000284,0.20109132083307485,0.01984638677696432,0.25493404350070986
config_000285,-0.09161099690000005,0.005853050320651976,-0.20210126013232788
config_000286,-0.04108023564142599,0.13670874232890928,-0.15671688807891257
config_000287,0.06160355715552368,0.10781907024376719,-0.2226421246055774
config_000288,-0.011208092431128691,-0.14480550497861938,0.032842982488524186
config_000289,-0.01635626745277069,-0.23501466463506704,-0.07219213397776442
config_000290,0.29992857536750134,-0.04987507914301986,0.25016743283386794
config_000291,-0.03513534164072929,0.255011607899511,-0.012535621265083507
config_000292,0.20476477083217243,-0.07221796861213339,0.0526745905700603
config_000293,0.1770093392380071,-0.05617553665560479,-0.158792817464746
config_000294,-0.07323202470700685,-0.04088752341956914,-0.16407921882532622
config_000295,-0.04240995038038392,0.06264544212008599,0.05975391792396856
config_000296,-0.21531435817110273,-0.21882068201364652,-0.10795659301582372
config_000297,0.000494274448019083,0.16224270732970064,0.2758571880404423
config_000298,-0.16913723278749068,0.09179104191049126,-0.22626002441917775
config_000299,0.28383846808256613,-0.24053352460687805,0.2687524300137089
config_000300,0.17522966224459602,-0.23901499816153504,-0.20497625764711289
config_000301,0.04826236662991734,-0.19738665313769954,-0.23629266475270772
config_000302,0.23335118287676165,-0.029843382230936855,0.13902833509457235
config_000303,0.2570363973178376,0.1962672469567608,0.03238852524193209
config_000304,-0.024152315045490313,-0.11010056193128784,-0.2515423823945176
config_000305,0.18597188832577066,-0.16972579536045682,-0.114349261340767
config_000306,0.2551946945976094,-0.28922931952352887,0.25907401741810393
config_000307,0.0487552400719079,-0.21238185106404495,0.1511496778834644
config_000308,-0.21087763845529317,0.1360569207063308,0.13715979757127478
config_000309,0.20224885156630695,0.14638462727445267,-2.1841003323197494e-05
config_000310,0.03172750059679402,0.09407734065634549,-0.0951355816246813
config_000311,0.14427434580358578,-0.018045611709220477,0.299994984292479
config_000312,-0.15113528808902127,-0.16059304301803412,-0.04090888953402916
config_000313,-0.127225864908022,-0.038869008695029406,-0.09005966705623183
config_000314,0.157972280924443,-0.2327771831653847,-0.06942142440746898
config_000315,0.1371842620446253,-0.09280313808323143,0.2990297828335227
config_000316,0.08251700775076198,-0.20478550884950006,0.1628949535937746
config_000317,-0.1453961449765974,-0.2882118472911716,-0.06622274365134614
config_000318,0.2267316798059617,0.1732712098846802,0.24827212065596377
config_000319,0.019437060758285052,0.09367835846021816,0.08753880643933104
config_000320,0.14646695242521757,-0.016265802267116714,0.23255879698189846
config_000321,0.29238017656811005,-0.2474761480649847,-0.08667914966226434
config_000322,-0.09370029515353162,0.10782622490097904,-0.11339201032125162
config_000323,-0.024631229634475837,0.22272123412218442,-0.280810853362556
config_000324,-0.15579055222640256,0.05775508135072571,-0.07078374234769794
config_000325,-0.18485816812032527,-0.09933909019439713,0.2337754608209221
config_000326,-0.2092584537555109,-0.133965473932556,-0.21094457150873464
config_000327,0.17952034552615387,0.2524432322200291,-0.1089579941882606
config_000328,0.05565520385258149,0.2946740404723765,0.20682071616623393
config_000329,-0.2711749557517613,-0.14049425080632738,-0.06075142333308409
config_000330,0.2781382250967715,0.1796164689861901,0.2862592074233575
config_000331,0.13634815987065402,-0.01530308100203176,-0.2974088459834999
config_000332,-0.15303117734206104,0.012616321971282485,0.09486204610047944
config_000333,-0.1387968531091789,0.004390076916683416,-0.009186963414868132
config_000334,0.09147075914731378,-0.04541237785689517,-0.2265412941017081
config_000335,0.10379520728270547,0.272468780507426,-0.1952954265078125
config_000336,0.030972969378885107,0.22426152219545653,0.17435890868018344
config_000337,-0.23659316692453908,-0.026077466138420657,-0.24977926732673253
config_000338,-0.20176931982404753,-0.2745026541943667,-0.13296709224941408
config_000339,0.06342647668082585,0.16554564037713182,0.18707490536588384
config_000340,0.08399155367873401,0.2185013432044382,-0.03976020139829173
config_000341,-0.14770286056394163,0.05737125454435632,-0.21259425956730416
config_000342,0.013366354139532244,0.2213214277496241,0.2172976587452044
config_000343,-0.10667450284647959,0.2929216364398051,0.21582169904204024
config_000344,-0.2136288278286657,0.2671951503354703,0.14503452754877383
config_000345,0.008645057100849118,-0.15744190708266576,0.03191967120834305
config_000346,-0.09479499941657735,-0.12323070725865085,0.2631477191665728
config_000347,-0.08781795511142546,-0.2283495566376087,-0.21330984195796454
config_000348,-0.11275086683256144,0.06994392868693211,0.07931254518877118
config_000349,0.2972694660514866,-0.11979676034494338,0.19822933081026484
config_000350,0.2638830883653828,0.22350429054528026,0.1938525405223775
config_000351,0.20621143059940422,-0.10775876753004715,-0.09313135825983293
config_000352,-0.06033675772650221,0.01784668635986436,-0.03179424988483154
config_000353,-0.2699908760571947,0.18780260724082015,-0.2722640299220194
config_000354,-0.10458085460597591,-0.11229747693872164,0.081639797304347
config_000355,0.2877443466336996,-0.2513383409380039,-0.29851745188634
config_000356,-0.18187305686851601,-0.10198171613023774,-0.07540902621051343
config_000357,-0.1495651410004694,-0.2518149146019077,-0.24319769979307138
config_000358,0.2764252717351831,0.18541742298486347,0.28029739146628535
config_000359,0.03132823708322313,0.17272672863403837,-0.07991728580408916
config_000360,0.23909997314949533,0.18462400233105963,0.051177067915682106
config_000361,-0.2416745056689854,0.16750974160773036,0.25690746580067264
config_000362,0.07721702357958421,0.2676102243345005,0.13817797313433194
config_000363,0.12101603797345717,0.22617138762555805,0.1534736636671159
config_000364,0.12211536776476589,0.08810915901678518,-0.1981429634895005
config_000365,0.1700217611902109,-0.06851524030898754,-0.15497009989160856
config_000366,-0.014122045535090444,-0.2208380167078069,0.2250232742268658
config_000367,0.2244719471523003,0.19498097655154606,0.16041379775958098
config_000368,0.2601330286469768,0.11595704658711808,0.03789454975091888
config_000369,-0.15121229011037032,0.04708396120590208,-0.1736246765798527
config_000370,-0.060090761875106646,0.16867131354234222,0.012780349003307045
config_000371,-0.1169399654000372,-0.24914197944026922,0.0739239636275223
config_000372,0.13855556178558792,-0.05185001346906415,-0.005963956190107478
config_000373,0.1827925147362957,0.17037414341180201,0.09026188502379395
config_000374,0.1634663970540125,0.11842984314039207,0.22977857801836116
config_000375,-0.049675727349573706,-0.002102302878944362,0.21699082940149578
config_000376,0.1195691162595201,-0.060711441055422505,-0.06560951872029408
config_000377,-0.05569135414664947,0.19790660249726783,0.10860212548478693
config_000378,0.14455776921525093,-0.12697446338727517,-0.11693268452941774
config_000379,0.13325996402712836,0.14879964130996504,0.12499278279992088
config_000380,-0.06785287503226758,-0.06531909342446096,-0.19612116349476957
config_000381,0.11539026645004397,0.02674713915907445,-0.24702892518025787
config_000382,-0.03765752616847695,-0.2790911196660822,-0.014453911062002889
config_000383,0.12190479029695139,-0.14569709835826544,0.29182278483246754
config_000384,-0.20558168325714807,0.06663497954415531,-0.1835550270270983
config_000385,0.09565757886162063,0.20363500059178313,0.07676659499133265
config_000386,-0.02513528810498511,-0.2732440693726807,-0.09475879547769578
config_000387,-0.23630274463282108,-0.22184204046257783,0.18240124004614972
config_000388,-0.23589776886556,0.24276366905342034,-0.19166520239591667
config_000389,0.16681013287613317,0.11815779130082377,0.2524346209665153
config_000390,0.15480663445128573,0.03717391443944135,-0.09057886499244247
config_000391,-0.18458620234689604,-0.16115688607578374,0.04723996011746823
config_000392,-0.1469130500705688,0.08248236378791685,0.17582699704486443
config_000393,0.15939005552952712,-0.16727705213721542,-0.25290941152909197
config_000394,-0.19476094703979446,-0.1993554696780358,0.22809969072814268
config_000395,-0.07317682177805018,-0.26509959263772864,-0.2204291054942375
config_000396,0.2939399155343659,-0.03144146362970879,-0.2769335087874084
config_000397,0.16720818776501234,0.02109023210142491,-0.25496352472933176
config_000398,0.05731059087188123,0.0942928070783402,0.05985414942557443
config_000399,0.011971700398299367,-0.22925832908154406,-0.03441729234494939
config_000400,-0.0339975361904884,0.11056827185719564,0.22041606044599799
config_000401,-0.14163831908602337,-0.10578236597440308,0.19262124318570328
config_000402,-0.17649877003249248,-0.1068572626193175,-0.27818928128680814
config_000403,0.22118190090497952,0.1323376982973576,-0.14106574958131538
config_000404,-0.1454319012157879,0.2919356241023861,0.1302333242436211
config_000405,-0.10985455052136275,-0.20091237493112674,0.2052039998193717
config_000406,0.2149097731575707,0.2981470005267141,0.14836382252056318
config_000407,-0.2837581523480775,0.2699248890650627,-0.0037502430941913634
config_000408,0.14043143105413747,-0.12963039837541404,-0.29422256513844486
config_000409,0.19568400209002945,-0.038339221170125726,0.066450067425666
config_000410,-0.062480924547305416,-0.18174072272144592,0.16402804876013422
config_000411,-0.2997988574613821,-0.1300725285515751,0.18352405856627713
config_000412,-0.04180903898085264,-0.12831348178153906,0.07560079434515471
config_000413,-0.19863489857746308,-0.034488778321535074,-0.048598245497055714
config_000414,-0.22640334438321202,-0.26776818907279054,-0.23508067423235102
config_000415,0.0942989449490137,0.2394188908141785,0.06405427983063905
