experiment_id,Ar,theta,phi
230,-0.506918,0.3765959,1.3331414
231,-0.51326984,-0.08530492,1.2997156
232,-0.7321879,-0.39954293,1.3285332
233,-0.35285333,-0.6124289,1.3225617
234,-0.26187786,-0.76810044,1.3406062
235,0.4116934,-0.966341,1.2994084
236,0.8868504,-1.14379,1.3130878
237,0.8659758,0.8635999,1.1920304
238,0.37431332,0.82241726,1.2342194
239,-0.2304196,0.45646957,1.238937
240,0.0453064,0.3290192,1.2447941
241,-0.32193115,-0.05510261,1.2280742
242,-0.33225566,-0.21089649,1.2432349
243,0.19461729,-0.44342533,1.235358
244,0.5149097,-0.73721504,1.189017
245,0.83618855,-0.84735066,1.1959742
246,0.94790065,0.59547997,1.1736419
247,0.69862586,0.47661015,1.149343
248,0.32126975,0.23024465,1.1712457
249,0.6121067,0.055129707,1.1607146
250,0.4741782,-0.14139454,1.1780429
251,0.7659507,-0.44811246,1.1440802
252,0.79700345,-0.601989,1.1739033
253,0.8261036,0.22719398,1.1393919
254,1.1788474,0.068154946,1.1195018
255,0.94090366,-0.23622468,1.1517133
256,1.2799622,0.53497446,-1.1203179
257,1.0881083,0.4101394,-1.1341898
258,0.952438,0.27069435,-1.1046251
259,0.7455937,0.076471135,-1.1200967
260,0.6863064,-0.17585075,-1.1100805
261,1.072747,-0.38449445,-1.0973612
262,1.2161354,-0.53208786,-1.1011775
263,1.2775332,0.8286723,-1.1652337
264,0.5722473,0.72633654,-1.1802665
265,0.4055592,0.45120296,-1.1530443
266,0.16703758,0.30057085,-1.1793821
267,-0.023015015,-0.020239037,-1.1505814
268,-0.030337833,-0.25856978,-1.1610681
269,0.2942872,-0.41745922,-1.1465471
270,0.47785404,-0.60875255,-1.1486955
271,0.69396544,-0.79534656,-1.166885
272,1.0100453,1.1530013,-1.2473985
273,0.79105806,0.9165294,-1.1933655
274,0.34366864,0.696397,-1.2035509
275,-0.20475708,0.45852646,-1.2146196
276,-0.3882933,0.22496335,-1.1895765
277,-0.5829733,-0.032662876,-1.204686
278,-0.29584762,-0.17827827,-1.1958914
279,-0.24446762,-0.6381743,-1.2139107
280,-0.084968746,-0.7340465,-1.2377977
281,0.58465993,-0.9079763,-1.178886
282,0.8982057,-1.0760558,-1.2197144
283,1.1665584,1.3089,-1.2707301
284,0.84112716,1.2778821,-1.2850591
285,0.42430234,1.089143,-1.2299162
286,-0.21014251,1.0170779,-1.3283569
287,-0.5966125,0.7019802,-1.290865
288,-0.6446168,0.4127169,-1.2494868
289,-1.1008468,0.12739235,-1.3398154
290,-1.0610077,-0.27752805,-1.3006651
291,-0.5824076,-0.7502964,-1.3007891
292,-0.32188192,-0.8672013,-1.2986745
293,0.19159082,-0.9756782,-1.2742046
294,0.68894804,-1.188354,-1.2717474
295,1.208815,-1.2642812,-1.2792994
296,1.0469549,1.430385,-1.4490006
297,0.6186708,1.35409,-1.3818406
298,-0.34035665,1.2157698,-1.4595705
299,-0.6678788,1.1548806,-1.4308676
300,-0.89886206,0.87505126,-1.427007
301,-1.2075197,0.4122561,-1.3712528
302,-1.4202565,0.0343981,-1.4398502
303,-1.3738201,-0.43632823,-1.433901
304,-0.9878788,-0.87967426,-1.4862081
305,-0.65244913,-1.0198964,-1.4125663
306,-0.13485493,-1.2179027,-1.3819926
307,0.37251258,-1.4050817,-1.4545614
308,1.034611,-1.4765588,-1.3980967
309,0.8336291,1.5399978,-1.6243155
310,0.04090736,1.4331269,-1.5165023
311,-0.39562607,1.37308,-1.6364564
312,-0.70378435,1.1332891,-1.5429281
313,-1.3160063,0.919593,-1.5733216
314,-1.6233481,0.37940893,-1.6078265
315,-1.5721015,0.18585356,-1.5436792
316,-1.697774,-0.3639676,-1.5859416
317,-1.5533369,-0.8532438,-1.630286
318,-1.0309887,-1.1950687,-1.6490641
319,-0.45919567,-1.3665786,-1.6147351
320,0.035393123,-1.3902172,-1.5435824
321,0.79091525,-1.5499971,-1.5028299
322,0.8930667,1.5740926,1.6871357
323,0.3634527,1.5532185,1.7062768
324,-0.59178245,1.3417407,-1.7581652
325,-0.7765619,1.3384153,-1.7310333
326,-1.2240219,0.99108964,-1.7505282
327,-1.7956246,0.4746731,-1.8018695
328,-1.8252913,-0.19933333,-1.8129557
329,-1.7681453,-0.49236783,-1.757046
330,-1.2592795,-0.9830596,1.740185
331,-1.1350553,-1.1533545,1.6817178
332,-0.2740575,-1.3821801,-1.7771654
333,0.13258344,-1.5351119,1.7567449
334,0.6670601,-1.5342299,1.7815094
335,0.6613916,1.4933579,1.4928356
336,0.26087892,1.3591906,1.4763582
337,-0.1944387,1.3933278,1.5194801
338,-0.70666647,1.2923397,1.6000395
339,-1.156025,0.96710503,1.5222234
340,-1.5729994,0.56759435,1.5890099
341,-1.6915987,0.17358328,1.4744003
342,-1.5533277,-0.6258424,1.4499199
343,-1.5051737,-0.78775114,1.568322
344,-1.0131531,-1.0468633,1.4411463
345,-0.5936526,-1.3677669,1.5971991
346,0.10625499,-1.452091,1.6229588
347,0.9062212,-1.5999209,1.59923
348,1.2525883,1.4521382,1.3448071
349,0.31207648,1.3334612,1.3621689
350,-0.199444,1.2703933,1.37597
351,-0.6324003,1.0075631,1.4107686
352,-0.94848645,0.8171775,1.3952388
353,-1.3824857,0.57853484,1.3807645
354,-1.3590755,-0.046399858,1.350701
355,-1.2389783,-0.54732203,1.4209145
356,-1.0750072,-0.7037921,1.3305008
357,-0.58204764,-1.0643646,1.4392489
358,-0.2609729,-1.1569204,1.3664151
359,0.29140761,-1.3477656,1.3873968
360,0.998522,-1.4295658,1.4072688
361,1.3538061,1.2762699,1.2229824
362,0.6851963,1.249667,1.2360526
363,0.2374793,0.9271172,1.2308048
364,-0.42101443,0.8618549,1.2963011
365,-0.5543117,0.7434328,1.2676547
366,-0.7720106,0.23352401,1.2655014
367,-0.89354664,-0.05056175,1.2312697
368,-0.7463508,-0.2992217,1.2167614
369,-0.41989622,-0.6500032,1.2096587
370,-0.31195575,-0.7983522,1.2417145
371,0.3038914,-1.0270771,1.2205423
372,0.45764196,-1.224365,1.2826743
373,1.4275868,-1.3367676,1.2561392
374,1.1421556,1.1086173,1.1919384
375,0.66471946,0.8203048,1.1660168
376,0.2939959,0.71419555,1.1671338
377,-0.16163917,0.54856557,1.1681491
378,0.0039522136,0.299319,1.1727157
379,-0.3331503,0.0123933675,1.1926782
380,-0.31209886,-0.38242748,1.2094636
381,0.003336814,-0.46534437,1.1710539
382,0.17266493,-0.8586163,1.1715841
383,0.7865806,-0.9098985,1.1731278
384,1.1380005,-1.0416461,1.1303577
385,0.93597955,0.85733163,1.1143817
386,0.7813779,0.6769515,1.1276089
387,0.34605795,0.37187892,1.1071258
388,0.43925157,0.22828382,1.1093326
389,0.45098537,-0.012472526,1.1102074
390,0.43102217,-0.20418708,1.123754
391,0.47033563,-0.36545348,1.1055329
392,0.6449292,-0.66442245,1.1331125
393,1.1306791,-0.8011325,1.1400564
394,1.3128152,0.49324474,1.0988574
395,1.0302615,0.3816486,1.0877515
396,0.7715402,0.13798974,1.0920845
397,0.75835407,-0.07586861,1.092372
398,0.8599484,-0.23580262,1.1094441
399,1.0412002,-0.38308483,1.0775613
400,1.3292583,-0.61711913,1.0880215
401,1.5942178,0.29906052,-1.0341693
402,1.5062597,0.1377422,-1.0520667
403,1.2892747,-0.032081943,-1.0441034
404,1.0804771,-0.22080049,-1.070582
405,1.5284336,-0.30740845,-1.0430793
406,1.6278002,0.7378534,-1.0530391
407,1.097411,0.6073079,-1.0711623
408,0.894672,0.3673491,-1.058088
409,0.4300558,0.1997102,-1.0661868
410,0.5236453,0.038923413,-1.0630748
411,0.6886495,-0.2384033,-1.0556896
412,0.8956522,-0.40328607,-1.0780859
413,0.9243515,-0.5647143,-1.0607183
414,1.2421727,-0.7862708,-1.0616285
415,1.2457485,0.91803604,-1.1112428
416,0.7335878,0.8137101,-1.0961981
417,0.43234766,0.6697852,-1.0934744
418,0.06872323,0.5328744,-1.1035522
419,0.29712012,0.19541393,-1.1091441
420,-0.12464411,-0.059660465,-1.090353
421,-0.03709963,-0.22923593,-1.1096319
422,0.2733747,-0.43685746,-1.110458
423,0.7708618,-0.7166524,-1.0845174
424,0.6748716,-0.81202745,-1.1236387
425,1.4485887,-0.94601727,-1.0936673
426,1.3144808,1.1588134,-1.128455
427,0.9101759,1.0338626,-1.1392668
428,0.33348396,0.9110124,-1.1214805
429,-0.11154414,0.8131826,-1.1559658
430,-0.4055757,0.6417404,-1.1931238
431,-0.5061284,0.25886202,-1.1286818
432,-0.73210025,-0.008921102,-1.1495485
433,-0.26975617,-0.37122986,-1.1503471
434,-0.1518969,-0.5142282,-1.1201992
435,-0.17726997,-0.73710763,-1.1320858
436,0.5420779,-0.8867787,-1.1527692
437,0.90172565,-1.1718285,-1.1783979
438,1.2981813,-1.194553,-1.1515405
439,0.9436377,1.371514,-1.1854454
440,0.7899487,1.2633282,-1.1928757
441,0.23726535,1.0649385,-1.2039735
442,-0.3581018,0.9466674,-1.227097
443,-0.77751774,0.8091326,-1.2165947
444,-0.9834917,0.5129995,-1.2402452
445,-1.2442846,-0.045014538,-1.2163538
446,-1.1253314,-0.43957096,-1.2580069
447,-0.9463566,-0.70276433,-1.2462893
448,-0.51091075,-0.8557736,-1.1639955
449,0.17951131,-1.139833,-1.1867418
450,0.6233153,-1.3313081,-1.2684703
451,1.2022942,-1.3975681,-1.2294176
452,1.3268362,1.5925514,-1.2954549
453,1.0537041,1.5352582,-1.3377385
454,0.29662773,1.5093731,-1.3622528
455,-0.4544266,1.2354072,-1.3810303
456,-0.65678525,1.1078273,-1.2574699
457,-1.0491357,0.80517215,-1.2794374
458,-1.819896,0.4796124,-1.3431746
459,-1.554477,0.064761825,-1.2763422
460,-1.512955,-0.44870898,-1.3360856
461,-1.1093476,-0.87363297,-1.271066
462,-0.75829685,-1.1892992,-1.3564175
463,-0.303538,-1.1902871,-1.3001621
464,0.40094057,-1.3951051,-1.3319508
465,0.9578928,-1.5601335,-1.3695712
466,1.4012666,-1.5964044,-1.3903595
467,1.1028403,1.7085097,-1.5808885
468,0.86848325,1.582301,-1.4556276
469,0.3181618,1.5873345,-1.5789052
470,-0.31999734,1.4366609,-1.4345859
471,-0.7817696,1.335593,-1.5484945
472,-1.4504373,1.1311375,-1.5731827
473,-1.9730575,0.5224099,-1.5691274
474,-1.9752289,-0.19591941,-1.4630456
475,-2.1747768,-0.44457528,-1.5804715
476,-1.4575919,-1.1631465,-1.5447385
477,-1.2899958,-1.2817396,-1.6140141
478,-0.6779151,-1.450497,-1.5931535
479,0.27070203,-1.574654,-1.4866506
480,0.59941155,-1.664918,-1.6322527
481,1.1658355,-1.7141287,-1.5897831
482,1.3391415,1.7266922,-1.7847626
483,0.65314287,1.6423073,-1.7472328
484,0.26376554,1.6025988,-1.7507534
485,-0.32936218,1.4956774,1.7024405
486,-1.1679457,1.4358369,1.7785449
487,-1.5066686,1.2554488,-1.8054566
488,-2.1036832,0.71866477,-1.8221099
489,-2.279558,-0.17962499,1.7934943
490,-2.2016563,-0.6031329,-1.7764642
491,-1.5245234,-1.2379729,-1.7443446
492,-0.98359084,-1.496589,-1.8024195
493,-0.277533,-1.5216895,1.6539617
494,-0.044906195,-1.6647267,1.6901821
495,0.7594313,-1.7337582,1.777169
496,1.38271,-1.7365724,1.7821461
497,1.6286969,1.68203,1.4559438
498,0.6851334,1.5891547,1.3789943
499,0.068979,1.4774362,1.4608358
500,-0.38305506,1.4391559,1.3928151
501,-0.798139,1.2854637,1.405697
502,-1.5803206,0.96588564,1.4877423
503,-1.9648076,0.4995817,1.3993309
504,-2.1453667,0.23300338,1.4990339
505,-1.8904974,-0.6966628,1.4365276
506,-1.3425349,-1.1360614,1.4545479
507,-1.1836807,-1.2359182,1.5594335
508,-0.30147788,-1.4389325,1.4090396
509,0.26113,-1.6304182,1.4538547
510,0.57668465,-1.6467004,1.495085
511,1.1344352,-1.6211035,1.4102707
512,1.4548204,1.5717801,1.2492887
513,0.84879977,1.4424525,1.2835679
514,0.45405057,1.4875659,1.3183825
515,-0.06337231,1.3777767,1.3109941
516,-0.58603865,1.1402112,1.3008333
517,-1.1454257,0.9329996,1.2758617
518,-1.5453928,0.34998852,1.2583076
519,-1.6753275,-0.16629489,1.3406297
520,-1.6588959,-0.372924,1.2453616
521,-1.3112019,-0.8404883,1.2658442
522,-0.6639899,-1.1160352,1.3072377
523,-0.018135728,-1.2586163,1.2531819
524,0.1905126,-1.3133534,1.2548338
525,0.89334637,-1.5359429,1.3430135
526,1.383447,-1.531069,1.254339
527,1.0457634,1.281007,1.1258013
528,0.59026694,1.2191429,1.170728
529,-0.04553694,1.0317193,1.2045776
530,-0.60568047,0.9500559,1.1866928
531,-0.65659124,0.5938616,1.1729107
532,-0.83227897,0.41502684,1.137901
533,-1.0464072,-0.012077118,1.1651126
534,-0.87086505,-0.24027164,1.1436694
535,-0.73527414,-0.7762334,1.197808
536,-0.12773143,-0.942963,1.1628269
537,0.15516113,-1.1900905,1.2053142
538,0.7272381,-1.225706,1.1579769
539,1.033419,-1.308608,1.1336957
540,1.5076163,1.2649705,1.1017927
541,0.8031323,1.0745045,1.0828751
542,0.44465774,0.9737406,1.1382726
543,0.052784797,0.74872035,1.1382458
544,-0.41092718,0.53622454,1.0942814
545,-0.34959802,0.37367424,1.1022817
546,-0.6985662,0.018201964,1.1204234
547,-0.6381638,-0.21690191,1.1223897
548,-0.39685702,-0.4835372,1.1417246
549,0.12644286,-0.78878194,1.0944827
550,0.42751297,-0.91965663,1.1228725
551,0.8931821,-1.0501583,1.0951837
552,1.3736618,-1.212717,1.0844876
553,1.5207497,0.9722934,1.0625738
554,0.7697782,0.7840353,1.0683689
555,0.4886977,0.72777414,1.0942806
556,0.53613234,0.4416583,1.0782076
557,0.31548595,0.17736061,1.0808243
558,0.31144443,-0.024609579,1.0770481
559,0.034974787,-0.26414737,1.0530629
560,0.2953995,-0.56328607,1.0666709
561,0.49214467,-0.7501419,1.0808587
562,1.0059257,-0.75524336,1.0420287
563,1.3411525,-0.88449687,1.0475222
564,1.3486841,0.7112309,1.0415137
565,1.214131,0.63235056,1.0306827
566,0.8631408,0.3579119,1.0615282
567,0.49281722,0.14355361,1.0339386
568,0.6477467,0.06598166,1.05193
569,0.72464657,-0.21499056,1.0320631
570,0.7466482,-0.47026497,1.050989
571,1.0293685,-0.5696057,1.0610224
572,1.4853508,-0.73118144,1.0365268
573,1.6758845,0.39069974,1.0028882
574,1.5475329,0.13038635,1.0188575
575,1.1483563,0.06924042,1.0379317
576,1.4679389,-0.15575741,1.0072411
577,1.2745416,-0.3685619,1.0291348
578,1.6211728,0.46994758,-1.0188154
579,1.2970291,0.37832332,-1.011403
580,1.2386156,0.22391985,-1.0014015
581,1.3024398,0.048082598,-1.0030922
582,1.2972127,-0.1788933,-0.9981234
583,1.2765024,-0.40562075,-1.0094955
584,1.7265574,-0.5012135,-0.9961468
585,1.1773661,0.7925618,-1.0251751
586,0.9957045,0.61861414,-1.0087945
587,1.0193932,0.43846858,-1.0308797
588,0.65053904,0.2658866,-1.0179838
589,0.5674272,0.060592562,-1.0349075
590,0.49485344,-0.15419409,-1.0336357
591,0.8405231,-0.4775194,-1.0235707
592,0.9999364,-0.56542224,-1.0300095
593,1.2184799,-0.85249746,-1.0136428
594,1.1987354,1.016321,-1.0600903
595,1.0840256,0.89689195,-1.0601952
596,0.22842336,0.64355713,-1.0512388
597,0.01557641,0.5578395,-1.0546592
598,-0.12572159,0.29614902,-1.0306418
599,-0.25311086,-0.058212843,-1.0743899
600,-0.031264286,-0.19407757,-1.0341138
601,-0.00034070003,-0.5741301,-1.0403736
602,0.2787718,-0.62599415,-1.0697536
603,0.4947485,-0.8445686,-1.0305567
604,1.2472135,-1.0417495,-1.0720005
605,1.3518465,1.2986443,-1.058478
606,0.8182166,1.0739273,-1.0425341
607,0.32329348,1.0060774,-1.0626802
608,-0.3199744,0.825026,-1.0677884
609,-0.30183288,0.6224533,-1.097535
610,-0.54730505,0.23331654,-1.0439154
611,-0.8824105,-0.09717928,-1.0905883
612,-0.4754405,-0.37020683,-1.0833881
613,-0.47792742,-0.64236665,-1.0927517
614,0.18078338,-0.85419774,-1.0884187
615,0.32313758,-1.0069999,-1.063837
616,0.5143184,-1.1562715,-1.0771028
617,1.1273558,-1.2551854,-1.0545487
618,1.4043342,1.4783558,-1.1497124
619,0.9264244,1.4064571,-1.1430578
620,0.6110072,1.2682983,-1.0935433
621,0.11164854,1.2276481,-1.146553
622,-0.48288468,0.8898338,-1.0966396
623,-0.8292347,0.6418112,-1.0774937
624,-1.3577157,0.29200765,-1.1104757
625,-1.2377772,0.14806716,-1.1313267
626,-1.2373309,-0.48549023,-1.1544893
627,-1.2091547,-0.66497445,-1.1302851
628,-0.71255046,-1.0921414,-1.1096897
629,0.10642083,-1.1933182,-1.1321559
630,0.30071983,-1.3325132,-1.1002657
631,0.923557,-1.3751987,-1.1221337
632,1.5038905,-1.4891255,-1.1020352
633,1.3557606,1.6342217,-1.2134974
634,0.9694087,1.5498624,-1.1590046
635,0.2060447,1.508686,-1.1889787
636,-0.16810396,1.3923981,-1.2075336
637,-0.7071442,1.2728461,-1.222804
638,-1.4921299,0.9379442,-1.1768793
639,-1.7134081,0.6521746,-1.2517495
640,-1.8033878,0.20428468,-1.2425013
641,-1.6781949,-0.43332484,-1.2134502
642,-1.461951,-0.81205827,-1.1890742
643,-1.1580828,-1.1550083,-1.2214961
644,-0.15884791,-1.3984876,-1.1883961
645,0.24154945,-1.5048867,-1.2152045
646,0.7728158,-1.5164098,-1.2330122
647,1.4173518,-1.6292762,-1.2689976
648,1.3278966,1.7141346,-1.352715
649,0.8644067,1.7499236,-1.4216405
650,-0.07050831,1.644144,-1.384908
651,-0.6243526,1.5679147,-1.4645318
652,-1.2409955,1.3933592,-1.295488
653,-1.6244617,1.2286003,-1.4836476
654,-2.2701378,0.6551509,-1.4305679
